Provider,TotalClaims,TotalClaimAmount,AvgClaimAmount,MaxClaimAmount,UniquePhysicians,PotentialFraud,anomaly_score,behavior_risk,fraud_probability
PRV52227,7,5560,794.2857142857143,2400,2,0,-0.163635268173714,0.035303,0.00040548085
PRV52228,8,2400,300.0,1800,2,0,-0.1724264419113599,0.026786795,0.0028285177
PRV52229,11,370,33.63636363636363,80,1,0,-0.1625126595824197,0.021970924,0.0010375684
PRV52230,43,15100,351.16279069767444,3200,2,0,-0.176016911675984,0.11364162,0.00080023846
PRV52231,6,3980,663.3333333333334,3300,2,0,-0.17120227788899,0.079550505,0.004786755
PRV52232,4,640,160.0,500,1,0,-0.1747887403053895,0.0,0.00044524556
PRV52233,216,63540,294.1666666666667,8050,2,0,-0.1156430801952997,0.14807901,0.021472428
PRV52235,2,970,485.0,900,1,0,-0.1697171334311327,0.0,0.0014662797
PRV52236,14,5780,412.8571428571428,1800,3,0,-0.1741796543213432,0.018342469,0.0006168822
PRV52237,38,7400,194.73684210526315,1700,3,0,-0.1714282393940914,0.07276302,0.03652792
PRV52238,11,1530,139.0909090909091,400,3,0,-0.1738857187803889,0.01831242,0.00040621535
PRV52240,62,25220,406.7741935483871,3300,5,0,-0.1731127997533503,0.1456402,0.0008962597
PRV52241,23,5690,247.3913043478261,3300,4,0,-0.1790597944109316,0.027081423,0.0006850287
PRV52242,31,13600,438.7096774193548,3300,2,0,-0.1755217976973908,0.04390178,0.003110148
PRV52246,67,26510,395.6716417910448,3300,2,0,-0.1728313082288823,0.16240329,0.001384784
PRV52247,49,10890,222.24489795918367,2800,3,0,-0.1740649781901936,0.12852362,0.00062162534
PRV52248,24,12750,531.25,3300,2,0,-0.1757021918420325,0.03248752,0.0064793616
PRV52249,47,25480,542.1276595744681,3300,3,0,-0.1726148894629274,0.16053751,0.004325937
PRV52251,4,270,67.5,100,2,0,-0.1679916203970829,0.0,0.002688975
PRV52252,26,2130,81.92307692307692,500,2,0,-0.1725349934817874,0.031850714,0.0008424139
PRV52253,1,80,80.0,80,1,0,-0.1660638158773064,0.0,0.0017946006
PRV52254,31,3960,127.74193548387096,1100,1,0,-0.1650439286301722,0.043934092,0.00083639426
PRV52255,10,720,72.0,200,1,0,-0.1700588052274204,0.019566424,0.0007689122
PRV52256,1,50,50.0,50,1,0,-0.1639635810486024,0.0,0.0017946006
PRV52257,15,4440,296.0,2100,1,0,-0.175014819168532,0.017995138,0.00028160578
PRV52260,63,12880,204.44444444444449,2500,3,0,-0.1712058911515159,0.1624434,0.025809456
PRV52261,1,200,200.0,200,1,0,-0.166509409991149,0.0,0.030120883
PRV52262,112,27840,248.57142857142856,3300,2,0,-0.1600725944822825,0.14789158,0.0013813075
PRV52263,3,630,210.0,400,2,0,-0.17606644949771,0.0,0.0023459452
PRV52264,25,4420,176.8,1100,2,0,-0.1758579578320687,0.03059435,0.0008160597
PRV52265,30,260000,8666.666666666666,31000,2,0,-0.0347411707201289,0.2560144,0.19389898
PRV52266,37,460400,12443.243243243243,57000,2,0,0.0385758445501258,0.6335176,0.32030767
PRV52267,10,78900,7890.0,15000,4,0,-0.0870140334130002,0.040701576,0.017064085
PRV52271,19,3760,197.8947368421053,1900,1,0,-0.1733749268887685,0.02010669,0.00036408173
PRV52272,8,4210,526.25,3300,1,0,-0.1731368392692811,0.03482464,0.0014678325
PRV52273,11,4380,398.1818181818182,2700,8,0,-0.1733615716538997,0.018853134,0.00028232086
PRV52274,38,7800,205.26315789473685,1200,2,0,-0.1723693522008596,0.07410852,0.07407242
PRV52275,101,27220,269.5049504950495,3300,1,0,-0.161386787462206,0.15600857,0.0005493129
PRV52276,68,17750,261.02941176470586,2300,1,0,-0.1659435625706697,0.14548463,0.00021520266
PRV52278,16,235000,14687.5,57000,4,0,0.0340237258101703,0.12548219,0.1506505
PRV52279,83,783300,9437.349397590362,57000,3,0,0.0597610932405192,0.70679474,0.32735536
PRV52280,41,395000,9634.146341463416,34000,4,1,-0.0038879211597337,0.6064804,0.9264815
PRV52281,41,408000,9951.219512195124,44000,2,0,0.0059562552363552,0.69670933,0.59029794
PRV52282,6,77000,12833.333333333334,23000,1,0,-0.0329725080460132,0.08898807,0.010229761
PRV52283,66,594700,9010.60606060606,61000,4,1,0.0465343698212753,0.74770916,0.78874314
PRV52284,39,5320,136.4102564102564,500,1,0,-0.1632130144025955,0.06720995,0.0010512042
PRV52285,19,144000,7578.9473684210525,30000,4,0,-0.0706220370385771,0.060715932,0.18072113
PRV52286,5,90000,18000.0,44000,2,0,0.0284191351935062,0.16483556,0.031736128
PRV52288,13,2810,216.15384615384616,1100,1,0,-0.1771591403034424,0.019881086,0.0015027383
PRV52289,4,18000,4500.0,7000,1,0,-0.1106153039934382,0.0,0.00077220815
PRV52290,10,68000,6800.0,10000,3,0,-0.0927459280447709,0.034281738,0.019113539
PRV52291,18,128000,7111.111111111111,23000,2,0,-0.0774044480868798,0.0679935,0.12923922
PRV52292,25,303000,12120.0,34000,3,1,-0.0004924818063276,0.23419122,0.91173434
PRV52293,7,4170,595.7142857142857,3300,2,0,-0.1742265259996241,0.03483433,0.0010737573
PRV52294,7,54000,7714.285714285715,15000,1,0,-0.0868793987282003,0.052741613,0.023010187
PRV52295,5,19000,3800.0,5000,3,0,-0.1186103567942009,0.088525355,0.0014186484
PRV52296,2,12000,6000.0,10000,1,0,-0.0990078750500516,0.0,0.0008382529
PRV52298,218,153300,703.2110091743119,44000,20,0,-0.0474819178433142,0.1764598,0.21081384
PRV52299,601,157140,261.46422628951746,11200,7,0,-0.0313776229516109,0.13351499,0.21958548
PRV52300,21,59160,2817.1428571428573,31000,13,0,-0.1095078689854781,0.035862897,0.038855486
PRV52302,46,136280,2962.608695652174,57000,13,0,-0.0583616943417711,0.2330846,0.123268954
PRV52303,392,347340,886.0714285714286,57000,152,0,0.1232654592316575,0.1650647,0.6144645
PRV52304,184,63120,343.0434782608696,6300,41,0,-0.091836259736154,0.17583767,0.0042723464
PRV52306,15,7030,468.6666666666667,2400,11,0,-0.1695748506482058,0.01900599,0.0009104715
PRV52307,175,806460,4608.342857142857,63000,90,1,0.11314386243944,0.5346607,0.9449752
PRV52308,87,374760,4307.586206896552,44000,41,1,-0.0239339725662539,0.3935047,0.3829355
PRV52309,170,45340,266.7058823529412,3300,4,0,-0.1454391469173645,0.17170212,0.017262036
PRV52310,454,106790,235.2202643171806,5200,3,0,-0.0615836080156054,0.14254752,0.23222928
PRV52311,28,7770,277.5,1200,16,0,-0.1646579891441842,0.037500385,0.0020272154
PRV52312,214,79810,372.9439252336449,3200,5,0,-0.1194322274772659,0.1680499,0.01095238
PRV52313,504,146700,291.07142857142856,4200,7,0,-0.0533662534147244,0.16346036,0.027822508
PRV52314,223,455180,2041.1659192825111,57000,95,0,0.0637009000968387,0.30189604,0.07089833
PRV52315,85,61930,728.5882352941177,15000,28,0,-0.1273220541091781,0.1829167,0.010862939
PRV52317,25,28590,1143.6,12000,15,0,-0.1470860983712588,0.035083547,0.007608155
PRV52318,39,10000,256.4102564102564,1600,24,0,-0.1530876379606463,0.07989215,0.007327019
PRV52319,30,7740,258.0,2600,19,0,-0.168255844188173,0.04216341,0.0006239527
PRV52320,366,874200,2388.5245901639346,57000,89,1,0.102936947761716,0.26322833,0.8253939
PRV52321,150,390230,2601.5333333333333,46000,47,1,-0.0068558166509281,0.3178115,0.7566266
PRV52323,190,49770,261.94736842105266,3300,73,0,-0.0590868399848942,0.15140525,0.005641855
PRV52325,130,281800,2167.692307692308,32000,57,1,-0.0215827038615777,0.27523836,0.10610361
PRV52326,14,70770,5055.0,16000,6,0,-0.1101255736231262,0.03531177,0.015812393
PRV52328,35,19560,558.8571428571429,3300,15,0,-0.1711843395484788,0.060817778,0.023037102
PRV52331,61,68430,1121.8032786885246,13000,26,0,-0.1272467986331045,0.18738264,0.004934875
PRV52332,64,20650,322.65625,3500,46,0,-0.1201896815577498,0.1380806,0.0011962161
PRV52334,67,113980,1701.1940298507463,34000,33,0,-0.0823343358263904,0.3077515,0.17612918
PRV52335,242,109870,454.0082644628099,22000,11,0,-0.0904059358093977,0.16386862,0.23074028
PRV52336,86,26960,313.48837209302326,3300,20,0,-0.161543286137243,0.17062819,0.0033200982
PRV52337,773,205790,266.222509702458,8100,5,1,-0.0001136265652398,0.16333294,0.67883074
PRV52340,1743,2540130,1457.3321858864028,57000,39,1,0.2225275147180078,0.45040867,0.99394023
PRV52341,135,45450,336.6666666666667,3300,70,0,-0.0709955056093015,0.16263916,0.0008484878
PRV52342,218,652190,2991.697247706422,57000,76,0,0.0567881756193078,0.38018733,0.17815499
PRV52343,261,481840,1846.1302681992336,34000,10,1,-0.0055903256315101,0.2684599,0.6941262
PRV52344,130,272150,2093.4615384615386,22000,22,0,-0.0612689475936648,0.23185726,0.17338762
PRV52346,68,217540,3199.1176470588234,28000,37,0,-0.0605676052370811,0.4550021,0.49846017
PRV52347,397,715090,1801.2342569269522,100000,113,1,0.1835487075806213,0.23026358,0.93196636
PRV52348,67,102790,1534.179104477612,22000,10,0,-0.1189260030364397,0.21746862,0.10446044
PRV52349,99,20410,206.16161616161617,2100,57,0,-0.0844213922936477,0.17021574,0.005249742
PRV52350,40,38660,966.5,9000,15,0,-0.1551584767899421,0.088693835,0.034441512
PRV52351,425,103700,244.0,3300,113,0,0.0524575709371547,0.15215676,0.025876047
PRV52352,32,9660,301.875,2700,17,0,-0.1670944561117086,0.049156167,0.0006149289
PRV52353,48,150420,3133.75,100000,23,0,0.0702072282256927,0.3120267,0.035720926
PRV52354,66,19400,293.93939393939394,3000,7,0,-0.1747909028834597,0.17739338,0.0016160867
PRV52355,63,24170,383.6507936507937,3300,5,0,-0.1731296049214632,0.17227225,0.0018771805
PRV52356,98,22350,228.0612244897959,2700,12,0,-0.1605359635999159,0.16071095,0.00023014461
PRV52357,105,98830,941.2380952380952,15000,26,0,-0.1051360578511014,0.19766489,0.0439754
PRV52358,18,5180,287.77777777777777,800,9,0,-0.1713235950307443,0.021580018,0.0031448384
PRV52359,107,426430,3985.3271028037375,30000,46,0,-0.0194979898162668,0.3516501,0.2727944
PRV52361,158,44230,279.9367088607595,3300,71,0,-0.0663253617852583,0.16541503,0.0011601201
PRV52362,154,125630,815.7792207792207,35000,55,0,-0.041717543455332,0.18727955,0.033006176
PRV52365,739,202130,273.51826792963465,3300,9,0,-0.0107961793809182,0.17156209,0.50901824
PRV52366,216,280880,1300.3703703703704,31000,62,0,-0.0128583031231667,0.21597122,0.29888326
PRV52367,297,156620,527.3400673400673,29000,49,0,-0.0264413110173163,0.19334832,0.27558804
PRV52369,547,163780,299.41499085923215,4400,27,0,-0.0325007309228784,0.1601266,0.03902916
PRV52371,72,17370,241.25,3300,18,0,-0.1665085451437197,0.15401308,0.0012463162
PRV52372,124,292040,2355.1612903225805,27000,25,0,-0.0584520194101037,0.30707702,0.1374749
PRV52373,23,43710,1900.434782608696,24000,15,0,-0.1197632642262644,0.04071366,0.018690363
PRV52374,228,68780,301.6666666666667,3300,11,0,-0.1279899815599112,0.17044789,0.0093265725
PRV52377,44,13700,311.3636363636364,2500,26,0,-0.15797907789669,0.10099021,0.00046932133
PRV52378,12,11920,993.3333333333334,7000,10,0,-0.1521052520926097,0.02180914,0.0012061668
PRV52380,4,280,70.0,100,3,0,-0.165696770180198,0.0,0.0009713929
PRV52381,80,33460,418.25,3300,9,0,-0.1666617132448075,0.13710043,0.005970519
PRV52383,74,15540,210.0,1700,20,1,-0.1516561813163872,0.16319597,0.4791155
PRV52384,33,7880,238.7878787878788,3300,21,0,-0.1654199933847931,0.05132683,0.00069727545
PRV52385,22,7140,324.54545454545456,3300,15,0,-0.170838024389251,0.02759086,0.0030632901
PRV52386,237,55300,233.3333333333333,3300,24,0,-0.1189773497740641,0.15852419,0.0055017862
PRV52387,63,121740,1932.3809523809523,21000,30,0,-0.0992974515641383,0.31481552,0.08152597
PRV52389,171,44690,261.34502923976606,2500,86,0,-0.0270227671219479,0.16281359,0.0011084635
PRV52390,36,6400,177.77777777777777,800,15,0,-0.1639443557069541,0.05136911,0.0006561917
PRV52391,22,9030,410.45454545454544,3300,9,0,-0.1752066039552818,0.027948778,0.0015696827
PRV52392,127,85980,677.007874015748,17000,13,0,-0.1224633342319116,0.14602737,0.038207747
PRV52393,91,197430,2169.56043956044,37000,9,0,-0.0741547979026152,0.26653957,0.22817144
PRV52394,118,55530,470.59322033898303,8000,45,0,-0.1033164914909888,0.18121438,0.022006266
PRV52395,912,268430,294.3311403508772,5100,27,0,0.0410090172638806,0.16036735,0.04505142
PRV52396,40,156300,3907.5,17000,19,1,-0.0895352566902508,0.20921895,0.5358183
PRV52397,8,1010,126.25,600,6,0,-0.1692763142784434,0.034176312,0.00068218354
PRV52398,48,197890,4122.708333333333,99000,24,0,0.0712686857548967,0.31938484,0.13101967
PRV52399,434,118800,273.7327188940092,3300,6,0,-0.0734753984022419,0.15962747,0.06330807
PRV52400,231,64710,280.12987012987014,3300,7,0,-0.1310956350046872,0.16398022,0.045653354
PRV52401,141,78400,556.0283687943263,36000,24,0,-0.0840004208571953,0.15473406,0.02948307
PRV52402,209,577120,2761.33971291866,52000,1,0,0.0216135312323372,0.32098612,0.25109312
PRV52403,216,62760,290.55555555555554,10000,25,0,-0.10383529705186,0.16338606,0.0034943775
PRV52404,27,60610,2244.814814814815,18000,11,0,-0.1277019617435926,0.062784635,0.12899593
PRV52405,89,189070,2124.38202247191,29000,17,0,-0.0867653661828155,0.2747806,0.1761596
PRV52406,63,13420,213.015873015873,2800,8,0,-0.1729910157377566,0.13774025,0.0052075917
PRV52407,43,15970,371.3953488372093,4080,5,0,-0.1706358366879382,0.11067583,0.008878388
PRV52408,29,4270,147.24137931034485,1000,12,0,-0.1630197455296705,0.03925926,0.00058369694
PRV52409,16,2630,164.375,700,11,0,-0.1680435924631238,0.017900286,0.00070971163
PRV52410,58,24310,419.13793103448273,3300,4,0,-0.1738508770680157,0.16335948,0.0009130647
PRV52411,92,32010,347.9347826086956,2900,1,0,-0.1624205791201179,0.16155986,0.00031609318
PRV52412,63,20340,322.85714285714283,3300,3,0,-0.1756046760039271,0.16851172,0.0012279921
PRV52414,132,43600,330.3030303030303,3300,7,0,-0.1570757272563714,0.15893811,0.0011643032
PRV52415,41,7500,182.9268292682927,2000,6,0,-0.1703160599896209,0.0970926,0.004512647
PRV52416,42,9650,229.7619047619048,1000,2,0,-0.1705774334121677,0.09687135,0.043412022
PRV52417,20,4210,210.5,1100,1,0,-0.1759371233651225,0.021303572,0.0034784388
PRV52418,35,7730,220.8571428571429,1700,5,0,-0.1721290645510415,0.05989514,0.029666262
PRV52419,112,113470,1013.125,32000,14,0,-0.0962051010342898,0.2297257,0.10005666
PRV52420,141,78050,553.5460992907801,11080,3,1,-0.1264267219664121,0.14270397,0.5246406
PRV52421,95,33550,353.1578947368421,3300,6,0,-0.1646839966582033,0.1697814,0.0011457616
PRV52422,58,26400,455.1724137931034,7200,7,0,-0.1639138321927683,0.15023962,0.014321453
PRV52423,54,11480,212.59259259259247,3000,7,0,-0.173522081107769,0.13659602,0.005053209
PRV52425,23,3570,155.2173913043478,1200,3,0,-0.175587884360193,0.028590811,0.000999786
PRV52427,19,36850,1939.4736842105265,18000,9,0,-0.1341563209385494,0.031405717,0.110581785
PRV52431,63,23850,378.57142857142856,2600,1,0,-0.1686063058631875,0.16018035,0.0005124635
PRV52432,58,12780,220.3448275862069,3300,2,0,-0.174804971559662,0.1603677,0.00062795606
PRV52433,85,22060,259.52941176470586,2700,4,0,-0.1665882427815727,0.12893052,0.0005832496
PRV52434,2,90,45.0,90,1,0,-0.1643446971450332,0.0,0.0013179949
PRV52435,70,20420,291.7142857142857,2500,10,0,-0.1704890566864736,0.15197946,0.0018998592
PRV52436,44,9980,226.8181818181818,2400,7,0,-0.172907886311846,0.11925355,0.0007041244
PRV52437,43,11050,256.9767441860465,2400,11,0,-0.1726332165330427,0.10724297,0.00064817676
PRV52439,121,29520,243.96694214876032,3300,1,0,-0.1554716640991333,0.14463528,0.0027030099
PRV52440,12,4980,415.0,1700,1,0,-0.1743967904460597,0.018135635,0.00076807704
PRV52441,94,20410,217.12765957446808,3300,1,0,-0.1628977219103654,0.1697856,0.0015502225
PRV52443,1,10,10.0,10,1,0,-0.1613966994978372,0.0,0.0017946006
PRV52445,5,102000,20400.0,43000,3,1,0.0481933362639608,0.15356638,0.43579888
PRV52446,10,129000,12900.0,57000,1,0,0.0045458655516185,0.07040638,0.08280209
PRV52448,2,170,85.0,100,2,0,-0.1663571616573938,0.0,0.0012558822
PRV52449,6,126000,21000.0,61000,5,0,0.0767296823854232,0.15269364,0.34351957
PRV52450,298,81540,273.6241610738255,4500,14,0,-0.1000135092472566,0.14414659,0.09076411
PRV52451,20,11130,556.5,3300,1,0,-0.1738092171685801,0.025451552,0.010598188
PRV52452,274,87650,319.8905109489051,12000,6,0,-0.0971496595628876,0.17972226,0.015998041
PRV52453,1,20,20.0,20,1,0,-0.1622632058487526,0.0,0.0017946006
PRV52454,15,1450,96.66666666666669,300,1,0,-0.1714960831593108,0.018197289,0.000900778
PRV52455,76,24200,318.42105263157896,2200,2,0,-0.1599050496804435,0.147644,0.00036750545
PRV52456,7,1370,195.7142857142857,700,1,0,-0.1749240747298385,0.034266658,0.00056494254
PRV52457,9,117000,13000.0,30000,5,0,-0.0256077523146815,0.07567288,0.04020494
PRV52458,1,27000,27000.0,27000,1,0,0.0736230034393331,0.0,0.0043164026
PRV52459,50,505900,10118.0,45000,3,0,0.0253398602309815,0.831018,0.2582791
PRV52460,13,90000,6923.076923076923,20000,2,0,-0.0882498339229103,0.03671667,0.019625733
PRV52461,7,48000,6857.142857142857,11000,1,0,-0.0896318277834149,0.05014117,0.049699176
PRV52462,2,16000,8000.0,11000,1,0,-0.0809820085357946,0.0,0.00037413894
PRV52463,1,5000,5000.0,5000,1,0,-0.1057851751137979,0.0,0.0004481836
PRV52464,2,12000,6000.0,8000,1,0,-0.0956839782982487,0.0,0.0009953751
PRV52466,13,139000,10692.307692307691,38000,1,0,-0.0359959801296377,0.06460777,0.073548965
PRV52467,103,183660,1783.106796116505,123000,49,1,0.0992108753088309,0.3865116,0.7688351
PRV52468,21,32450,1545.2380952380952,18000,14,0,-0.1327955165968875,0.026247218,0.034686152
PRV52469,184,104420,567.5,13000,36,0,-0.0864605332805747,0.19295737,0.03932878
PRV52470,3,270,90.0,100,3,0,-0.1655425016890295,0.0,0.0009740462
PRV52471,8,1640,205.0,700,6,0,-0.1721400923409549,0.026540518,0.0055654235
PRV52472,61,203810,3341.147540983606,47000,37,0,-0.0478092975973195,0.2915145,0.31993532
PRV52473,4,3870,967.5,1700,4,0,-0.1490721843791176,0.0,0.00034598634
PRV52474,37,228770,6182.972972972973,57000,19,0,-0.0414051377768073,0.23622936,0.42292124
PRV52476,26,87300,3357.692307692308,47000,16,0,-0.0773834988678666,0.08888592,0.026392736
PRV52478,55,31700,576.3636363636364,6000,27,0,-0.1464997090715536,0.18756309,0.0855626
PRV52480,30,44350,1478.3333333333333,15000,20,0,-0.1340728919712339,0.06565465,0.014247805
PRV52482,1,40,40.0,40,1,0,-0.1628659375466221,0.0,0.0017946006
PRV52483,223,52110,233.67713004484304,5900,3,0,-0.1190718475822004,0.15682675,0.017369812
PRV52484,13,1570,120.76923076923076,600,7,0,-0.1698858315659462,0.017445236,0.0003444026
PRV52485,5,1580,316.0,700,2,0,-0.1735014684325182,0.077641286,0.0010030431
PRV52486,69,22140,320.8695652173913,4800,7,0,-0.1662075847385092,0.14312238,0.0011777075
PRV52487,177,51030,288.3050847457627,3300,5,0,-0.1442776239885693,0.16722602,0.023229497
PRV52488,183,44710,244.3169398907104,3300,5,0,-0.1414603049886005,0.16494715,0.014822887
PRV52490,17,4990,293.52941176470586,1900,2,0,-0.1776387065243485,0.018703325,0.00072747754
PRV52491,63,16580,263.1746031746032,2000,3,0,-0.166399556847832,0.15298581,0.00038088232
PRV52492,34,7810,229.7058823529412,1400,6,0,-0.1728526242672522,0.048520647,0.0109524615
PRV52493,16,3970,248.125,1600,3,0,-0.1777175535597653,0.018585723,0.0015113954
PRV52494,1,20,20.0,20,1,0,-0.1622632058487526,0.0,0.0017946006
PRV52495,15,98800,6586.666666666667,16000,6,0,-0.0891597358954096,0.042061005,0.04180724
PRV52497,30,59240,1974.6666666666667,19000,13,1,-0.1320437169788836,0.0628868,0.23508327
PRV52499,157,164670,1048.8535031847134,47000,68,0,-0.0080658898354403,0.26609805,0.26828763
PRV52500,126,86310,685.0,17000,59,0,-0.063725935122946,0.17057866,0.008386138
PRV52501,19,4840,254.73684210526315,2200,13,0,-0.1686857235933774,0.02142397,0.0005956219
PRV52502,119,260900,2192.436974789916,57000,36,1,-0.0315716464232354,0.22457676,0.5964119
PRV52503,78,72800,933.3333333333334,18000,35,0,-0.1036641701173369,0.20249596,0.010458505
PRV52504,40,114180,2854.5,17000,14,1,-0.1102809111769935,0.18853924,0.36193928
PRV52506,13,2190,168.46153846153845,900,9,0,-0.170399940998211,0.017587127,0.000632857
PRV52507,29,7250,250.0,1100,15,0,-0.1655747998604781,0.037521213,0.0019872275
PRV52508,37,30640,828.1081081081081,14000,26,0,-0.1320367303804783,0.08238514,0.01642824
PRV52509,63,113850,1807.142857142857,57000,19,0,-0.060601002257079,0.21459952,0.1958332
PRV52510,26,4240,163.07692307692307,1200,12,0,-0.1662915524806606,0.030356511,0.00048705278
PRV52511,246,720280,2927.967479674797,57000,81,1,0.0685290907255675,0.37208503,0.72401875
PRV52512,31,6090,196.4516129032258,1600,2,0,-0.1736595877535161,0.04534063,0.001389929
PRV52513,20,3870,193.5,2000,9,0,-0.1701418864776424,0.02381399,0.0066392478
PRV52514,15,6600,440.0,3300,8,0,-0.1759735069790022,0.019198192,0.00044612074
